psiR psiI
0.031249999999999292 4.491714075335884e-16
0.03124999999999988 -2.3158558404290375e-16
0.03124999999999934 2.9883322379131716e-16
0.031249999999999507 5.375135558004229e-16
0.031250000000000305 1.1015494072452725e-16
0.031249999999998834 9.80118763926896e-17
0.03124999999999973 4.371503159461554e-16
0.031249999999999983 2.0469737016526324e-16
0.031249999999999542 5.011995592857366e-16
0.031249999999999847 8.439429710627167e-16
0.031249999999999983 2.8045599696768786e-16
0.0312499999999999 -1.7970651008947236e-17
0.03124999999999986 3.391384395534658e-16
0.03125000000000035 -7.45931094670027e-17
0.03124999999999961 3.312259281558237e-17
0.031249999999999313 -9.334980705100193e-17
0.03125000000000043 1.0972125985553305e-15
0.03125000000000029 -9.46644021851406e-18
0.031250000000000173 1.6132928326584306e-16
0.031250000000000264 3.5735303605122226e-16
0.03124999999999959 3.972516759986888e-16
0.031249999999999334 -1.8214596497756474e-17
0.03124999999999973 8.595554823465079e-16
0.03124999999999971 1.3357370765021415e-16
0.03124999999999955 1.1056829280278735e-16
0.03124999999999984 3.9811903773667723e-16
0.03125000000000006 2.740049940413991e-16
0.03124999999999991 2.9002408113987244e-18
0.03124999999999983 1.1102230246251565e-16
0.03125000000000007 -1.4137996329210978e-16
0.031249999999999854 3.7524987385381986e-17
0.03124999999999948 -9.73613550891983e-17
0.03125000000000008 2.1597307275911248e-16
0.031249999999999445 -7.576328548363452e-17
0.03125000000000011 3.191891195797325e-16
0.03125000000000018 -1.7780915628762273e-16
0.03124999999999989 -2.5153490401663703e-17
0.03125000000000065 -1.0044048925905713e-15
0.031249999999999743 1.604890265821668e-16
0.031249999999999747 -6.396792817664476e-17
0.03125000000000017 -1.7433970933566911e-16
0.031249999999999667 1.2332799712022613e-16
0.031250000000000194 6.071532165918825e-18
0.03125000000000048 -8.89913143176102e-16
0.031249999999999317 1.3617579286417936e-16
0.031249999999999882 -2.0760099910845098e-16
0.03124999999999994 -1.3097162243624894e-16
0.03125000000000014 -1.1449174941446927e-16
0.03125000000000049 -1.734723475976807e-16
0.03125000000000016 5.212844045310305e-16
0.031250000000001284 2.940356291780688e-16
0.03125000000000063 2.740863092043355e-16
0.03125000000000013 -6.036837696399289e-16
